Label,species,taskid,plate_num,object,background,compartment,ilastik_model,capture_datetime,OutFile,elapsed_hours,elapsed_days
At_20251105_037,At,20251105,37,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:09:06Z,NA,55.164722222222224,2.2985300925925927
At_20251105_056,At,20251105,56,28,5066033,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:14:38Z,NA,55.13666666666666,2.297361111111111
At_20251105_035,At,20251105,35,5,5066056,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:09:05Z,NA,55.164722222222224,2.2985300925925927
At_20251105_039,At,20251105,39,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:09:06Z,NA,55.16444444444444,2.2985185185185184
At_20251105_043,At,20251105,43,608,5065453,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:32Z,NA,55.16444444444444,2.2985185185185184
At_20251105_041,At,20251105,41,1201,5064860,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:34Z,NA,55.16444444444444,2.2985185185185184
At_20251105_045,At,20251105,45,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:33Z,NA,55.164722222222224,2.2985300925925927
At_20251105_051,At,20251105,51,41,5066020,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:14:35Z,NA,55.13638888888889,2.297349537037037
At_20251105_047,At,20251105,47,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:35Z,NA,55.165,2.2985416666666665
At_20251105_057,At,20251105,57,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:16:04Z,NA,55.13638888888889,2.297349537037037
At_20251105_054,At,20251105,54,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:14:37Z,NA,55.13638888888889,2.297349537037037
At_20251105_046,At,20251105,46,2,5066059,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:34Z,NA,55.164722222222224,2.2985300925925927
At_20251105_049,At,20251105,49,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:14:34Z,NA,55.13666666666666,2.297361111111111
At_20251105_055,At,20251105,55,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:14:37Z,NA,55.13666666666666,2.297361111111111
At_20251105_059,At,20251105,59,234,5065827,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:16:03Z,NA,55.13666666666666,2.297361111111111
At_20251105_058,At,20251105,58,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:16:04Z,NA,55.13666666666666,2.297361111111111
At_20251105_060,At,20251105,60,0,5066061,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:16:03Z,NA,55.13666666666666,2.297361111111111
At_20251105_048,At,20251105,48,6,5066055,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:36Z,NA,55.16444444444444,2.2985185185185184
At_20251105_044,At,20251105,44,618,5065443,Seed,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_seed.ilp,2025-11-05T17:10:32Z,NA,55.16444444444444,2.2985185185185184
At_20251105_001,At,20251105,1,8279,5968762,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:51Z,NA,55.5,2.3125
At_20251105_010,At,20251105,10,14,5977027,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:24Z,NA,55.50055555555556,2.312523148148148
At_20251105_014,At,20251105,14,270,5976771,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:23Z,NA,55.5,2.3125
At_20251105_025,At,20251105,25,12216,5964825,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:44Z,NA,55.43277777777778,2.309699074074074
At_20251105_012,At,20251105,12,4988,5972053,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:21Z,NA,55.5,2.3125
At_20251105_015,At,20251105,15,11839,5965202,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:23Z,NA,55.5,2.3125
At_20251105_026,At,20251105,26,7969,5969072,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:43Z,NA,55.43277777777778,2.309699074074074
At_20251105_032,At,20251105,32,10052,5966989,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:46Z,NA,55.43277777777778,2.309699074074074
At_20251105_008,At,20251105,8,8675,5968366,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:56Z,NA,55.5,2.3125
At_20251105_022,At,20251105,22,9104,5967937,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:16Z,NA,55.43277777777778,2.309699074074074
At_20251105_023,At,20251105,23,5906,5971135,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:16Z,NA,55.43277777777778,2.309699074074074
At_20251105_020,At,20251105,20,7299,5969742,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:14Z,NA,55.4325,2.3096875
At_20251105_021,At,20251105,21,11109,5965932,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:16Z,NA,55.43277777777778,2.309699074074074
At_20251105_028,At,20251105,28,9609,5967432,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:42Z,NA,55.43277777777778,2.309699074074074
At_20251105_007,At,20251105,7,10428,5966613,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:54Z,NA,55.499722222222225,2.3124884259259257
At_20251105_027,At,20251105,27,8501,5968540,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:41Z,NA,55.4325,2.3096875
At_20251105_017,At,20251105,17,9503,5967538,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:12Z,NA,55.4325,2.3096875
At_20251105_031,At,20251105,31,7265,5969776,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:43Z,NA,55.43277777777778,2.309699074074074
At_20251105_013,At,20251105,13,2967,5974074,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:23Z,NA,55.49944444444444,2.312476851851852
At_20251105_003,At,20251105,3,7952,5969089,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:51Z,NA,55.50055555555556,2.312523148148148
At_20251105_002,At,20251105,2,10959,5966082,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:55Z,NA,55.500277777777775,2.3125115740740743
At_20251105_004,At,20251105,4,10254,5966787,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:52Z,NA,55.50055555555556,2.312523148148148
At_20251105_006,At,20251105,6,10592,5966449,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:52Z,NA,55.49944444444444,2.312476851851852
At_20251105_009,At,20251105,9,9514,5967527,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:20Z,NA,55.49916666666667,2.3124652777777777
At_20251105_016,At,20251105,16,7814,5969227,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:26Z,NA,55.50055555555556,2.312523148148148
At_20251105_029,At,20251105,29,3787,5973254,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:43Z,NA,55.43277777777778,2.309699074074074
At_20251105_018,At,20251105,18,8560,5968481,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:13Z,NA,55.4325,2.3096875
At_20251105_019,At,20251105,19,9116,5967925,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:14Z,NA,55.43277777777778,2.309699074074074
At_20251105_024,At,20251105,24,10492,5966549,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:03:17Z,NA,55.43277777777778,2.309699074074074
At_20251105_005,At,20251105,5,8767,5968274,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:56:53Z,NA,55.49916666666667,2.3124652777777777
At_20251105_011,At,20251105,11,0,5977041,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T16:58:21Z,NA,55.49944444444444,2.312476851851852
At_20251105_030,At,20251105,30,8697,5968344,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:04:43Z,NA,55.4325,2.3096875
At_20251105_038,At,20251105,38,8313,5968728,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:06Z,NA,55.16444444444444,2.2985185185185184
At_20251105_040,At,20251105,40,781,5976260,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:07Z,NA,55.16444444444444,2.2985185185185184
At_20251105_037,At,20251105,37,9263,5967778,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:06Z,NA,55.164722222222224,2.2985300925925927
At_20251105_048,At,20251105,48,8087,5968954,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:36Z,NA,55.16444444444444,2.2985185185185184
At_20251105_043,At,20251105,43,142,5976899,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:32Z,NA,55.16444444444444,2.2985185185185184
At_20251105_033,At,20251105,33,9474,5967567,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:03Z,NA,55.16444444444444,2.2985185185185184
At_20251105_054,At,20251105,54,9720,5967321,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:37Z,NA,55.13638888888889,2.297349537037037
At_20251105_046,At,20251105,46,10175,5966866,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:34Z,NA,55.164722222222224,2.2985300925925927
At_20251105_039,At,20251105,39,12475,5964566,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:06Z,NA,55.16444444444444,2.2985185185185184
At_20251105_041,At,20251105,41,104,5976937,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:34Z,NA,55.16444444444444,2.2985185185185184
At_20251105_035,At,20251105,35,9486,5967555,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:05Z,NA,55.164722222222224,2.2985300925925927
At_20251105_036,At,20251105,36,6897,5970144,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:05Z,NA,55.164722222222224,2.2985300925925927
At_20251105_034,At,20251105,34,9580,5967461,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:09:04Z,NA,55.164722222222224,2.2985300925925927
At_20251105_056,At,20251105,56,8465,5968576,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:38Z,NA,55.13666666666666,2.297361111111111
At_20251105_052,At,20251105,52,8610,5968431,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:36Z,NA,55.13666666666666,2.297361111111111
At_20251105_045,At,20251105,45,9673,5967368,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:33Z,NA,55.164722222222224,2.2985300925925927
At_20251105_047,At,20251105,47,12057,5964984,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:35Z,NA,55.165,2.2985416666666665
At_20251105_042,At,20251105,42,1458,5975583,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:34Z,NA,55.164722222222224,2.2985300925925927
At_20251105_044,At,20251105,44,713,5976328,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:10:32Z,NA,55.16444444444444,2.2985185185185184
At_20251105_049,At,20251105,49,9676,5967365,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:34Z,NA,55.13666666666666,2.297361111111111
At_20251105_050,At,20251105,50,11283,5965758,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:20:30Z,NA,55.235277777777775,2.3014699074074074
At_20251105_053,At,20251105,53,11062,5965979,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:37Z,NA,55.13666666666666,2.297361111111111
At_20251105_060,At,20251105,60,8268,5968773,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:16:03Z,NA,55.13666666666666,2.297361111111111
At_20251105_051,At,20251105,51,10020,5967021,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:35Z,NA,55.13638888888889,2.297349537037037
At_20251105_055,At,20251105,55,10249,5966792,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:14:37Z,NA,55.13666666666666,2.297361111111111
At_20251105_059,At,20251105,59,5691,5971350,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:16:03Z,NA,55.13666666666666,2.297361111111111
At_20251105_057,At,20251105,57,7952,5969089,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:16:04Z,NA,55.13638888888889,2.297349537037037
At_20251105_058,At,20251105,58,11509,5965532,Shoot,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_shoot.ilp,2025-11-05T17:16:04Z,NA,55.13666666666666,2.297361111111111
At_20251106_030,At,20251106,30,9162,11866299,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:42Z,NA,72.96555555555555,3.0402314814814817
At_20251106_007,At,20251106,7,10555,11864906,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:28:00Z,NA,73.01805555555555,3.0424189814814815
At_20251106_009,At,20251106,9,8909,11866552,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:27Z,NA,73.01777777777778,3.0424074074074072
At_20251106_012,At,20251106,12,2903,11872558,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:27Z,NA,73.01833333333333,3.0424305555555557
At_20251106_017,At,20251106,17,11199,11864262,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:09Z,NA,72.965,3.040208333333333
At_20251106_031,At,20251106,31,8771,11866690,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:40Z,NA,72.96527777777777,3.0402199074074074
At_20251106_008,At,20251106,8,6393,11869068,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:28:02Z,NA,73.01833333333333,3.0424305555555557
At_20251106_011,At,20251106,11,1187,11874274,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:28Z,NA,73.01805555555555,3.0424189814814815
At_20251106_026,At,20251106,26,5341,11870120,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:38Z,NA,72.96472222222222,3.0401967592592594
At_20251106_025,At,20251106,25,5138,11870323,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:39Z,NA,72.96472222222222,3.0401967592592594
At_20251106_020,At,20251106,20,8817,11866644,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:10Z,NA,72.96472222222222,3.0401967592592594
At_20251106_013,At,20251106,13,4136,11871325,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:29Z,NA,73.01777777777778,3.0424074074074072
At_20251106_010,At,20251106,10,627,11874834,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:30Z,NA,73.0188888888889,3.042453703703704
At_20251106_019,At,20251106,19,13741,11861720,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:10Z,NA,72.965,3.040208333333333
At_20251106_004,At,20251106,4,4615,11870846,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:27:54Z,NA,73.01777777777778,3.0424074074074072
At_20251106_018,At,20251106,18,12678,11862783,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:10Z,NA,72.965,3.040208333333333
At_20251106_016,At,20251106,16,12454,11863007,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:31Z,NA,73.01861111111111,3.0424421296296296
At_20251106_024,At,20251106,24,12050,11863411,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:12Z,NA,72.96472222222222,3.0401967592592594
At_20251106_014,At,20251106,14,1168,11874293,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:28Z,NA,73.01805555555555,3.0424189814814815
At_20251106_003,At,20251106,3,6381,11869080,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:27:58Z,NA,73.01916666666666,3.0424652777777776
At_20251106_002,At,20251106,2,11793,11863668,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:28:00Z,NA,73.01833333333333,3.0424305555555557
At_20251106_006,At,20251106,6,10250,11865211,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:28:00Z,NA,73.01833333333333,3.0424305555555557
At_20251106_005,At,20251106,5,14569,11860892,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:28:02Z,NA,73.01833333333333,3.0424305555555557
At_20251106_001,At,20251106,1,12375,11863086,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:28:01Z,NA,73.01944444444445,3.042476851851852
At_20251106_029,At,20251106,29,2868,11872593,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:39Z,NA,72.965,3.040208333333333
At_20251106_015,At,20251106,15,13872,11861589,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:29:28Z,NA,73.01805555555555,3.0424189814814815
At_20251106_023,At,20251106,23,8895,11866566,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:12Z,NA,72.965,3.040208333333333
At_20251106_028,At,20251106,28,12221,11863240,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:38Z,NA,72.965,3.040208333333333
At_20251106_027,At,20251106,27,10404,11865057,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:40Z,NA,72.96555555555555,3.0402314814814817
At_20251106_032,At,20251106,32,10217,11865244,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:36:41Z,NA,72.96472222222222,3.0401967592592594
At_20251106_021,At,20251106,21,13437,11862024,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:12Z,NA,72.965,3.040208333333333
At_20251106_022,At,20251106,22,12357,11863104,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:35:13Z,NA,72.96527777777777,3.0402199074074074
At_20251106_033,At,20251106,33,8740,11866721,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:38Z,NA,72.7075,3.0294791666666665
At_20251106_039,At,20251106,39,13717,11861744,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:41Z,NA,72.7075,3.0294791666666665
At_20251106_038,At,20251106,38,7445,11868016,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:41Z,NA,72.7075,3.0294791666666665
At_20251106_050,At,20251106,50,14025,11861436,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:24Z,NA,72.70027777777777,3.0291782407407406
At_20251106_043,At,20251106,43,1768,11873693,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:07Z,NA,72.7075,3.0294791666666665
At_20251106_036,At,20251106,36,10750,11864711,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:40Z,NA,72.70777777777778,3.0294907407407408
At_20251106_041,At,20251106,41,1366,11874095,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:09Z,NA,72.7075,3.0294791666666665
At_20251106_051,At,20251106,51,7004,11868457,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:25Z,NA,72.70027777777777,3.0291782407407406
At_20251106_047,At,20251106,47,14534,11860927,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:08Z,NA,72.7075,3.0294791666666665
At_20251106_035,At,20251106,35,13374,11862087,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:40Z,NA,72.70777777777778,3.0294907407407408
At_20251106_059,At,20251106,59,3137,11872324,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:49:53Z,NA,72.70055555555555,3.029189814814815
At_20251106_048,At,20251106,48,12605,11862856,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:11Z,NA,72.7075,3.0294791666666665
At_20251106_040,At,20251106,40,927,11874534,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:42Z,NA,72.7075,3.0294791666666665
At_20251106_053,At,20251106,53,9044,11866417,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:27Z,NA,72.70055555555555,3.029189814814815
At_20251106_037,At,20251106,37,9571,11865890,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:41Z,NA,72.70777777777778,3.0294907407407408
At_20251106_055,At,20251106,55,7905,11867556,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:27Z,NA,72.70055555555555,3.029189814814815
At_20251106_042,At,20251106,42,3410,11872051,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:08Z,NA,72.7075,3.0294791666666665
At_20251106_044,At,20251106,44,2830,11872631,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:07Z,NA,72.7075,3.0294791666666665
At_20251106_034,At,20251106,34,7919,11867542,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:41:39Z,NA,72.70777777777778,3.0294907407407408
At_20251106_056,At,20251106,56,9290,11866171,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:28Z,NA,72.70055555555555,3.029189814814815
At_20251106_049,At,20251106,49,7457,11868004,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:23Z,NA,72.70027777777777,3.0291782407407406
At_20251106_052,At,20251106,52,11369,11864092,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:48:25Z,NA,72.70027777777777,3.0291782407407406
At_20251106_057,At,20251106,57,7638,11867823,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:49:55Z,NA,72.70055555555555,3.029189814814815
At_20251106_046,At,20251106,46,14707,11860754,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:09Z,NA,72.70777777777778,3.0294907407407408
At_20251106_045,At,20251106,45,8605,11866856,Root,/mnt/ibioldata/LBMC_data/cmaslard/ilastik_model/At/At_root.ilp,2025-11-06T10:43:08Z,NA,72.70777777777778,3.0294907407407408
